,id,tweet,label,new_label,clean_text
956,957,Wearing a mask during physical activity causes hypercapnia syndrome.,fake,1,wearing a mask during physical activity causes hypercapnia syndrome
957,958,"@KFitzpatric @Ms_M_Shepherd Kathy, Hot spots for COVID-19 are also commonly 5G areas! https://t.co/1aTO9qo0HE Fear ignorance as much as fear. A virus is a virus. Also, look at zinc, Vitamins D, C, A &amp; quinine, &amp; last but not least chlorine dioxide. You can a kit for $50, enough for person months.",fake,1,kfitzpatric msmshepherd kathy hot spots for covid19 are also commonly 5g areas fear ignorance as much as fear a virus is a virus also look at zinc vitamins d c a amp quinine amp last but not least chlorine dioxide you can a kit for 50 enough for person months
958,959,ICYMI: @TheAtlantic broke down why daily deaths are down an average of 75 percent from their April peak even with COVID cases rising. https://t.co/GZGX11Tu27,real,0,icymi theatlantic broke down why daily deaths are down an average of 75 percent from their april peak even with covid cases rising
959,960,"Boris Johnson's plans to impose a 10pm curfew on pubs and restaurants have been described as a ""crushing blow"" for the hospitality sector https://t.co/EcRDNjvco7",real,0,boris johnsons plans to impose a 10pm curfew on pubs and restaurants have been described as a crushing blow for the hospitality sector
960,961,Marathi newspaper reports a conspiracy theory of coronavirus being a bioweapon.,fake,1,marathi newspaper reports a conspiracy theory of coronavirus being a bioweapon
961,962,For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 44 FCT- 12 Ogun- 3 Ekiti- 1 Oyo- 1 Edo- 1 Bauchi-1 Osun-1 Rivers-1 Total: 65 confirmed cases #COVID19Nigeria,real,0,for a breakdown of cases by states in real time please see currently lagos 44 fct 12 ogun 3 ekiti 1 oyo 1 edo 1 bauchi1 osun1 rivers1 total 65 confirmed cases covid19nigeria
962,963,Millions of people have seen a viral video of doctors talking about the coronavirus pandemic. All of the physicians we fact-checked have a history of making unproven conspiratorial or bizarre medical claims. https://t.co/TCDEmQW9pk,fake,1,millions of people have seen a viral video of doctors talking about the coronavirus pandemic all of the physicians we factchecked have a history of making unproven conspiratorial or bizarre medical claims
963,964,"Today, special military helicopters will spray pesticides against the Corona virus in the skies all over the UAE
People are advised to stay indoors after twelve o'clock at night and remove all clothes which are outside.
Pls RT for those with family/friends in Dubai and the UAE.",fake,1,today special military helicopters will spray pesticides against the corona virus in the skies all over the uae people are advised to stay indoors after twelve oclock at night and remove all clothes which are outside pls rt for those with familyfriends in dubai and the uae
964,965,#IndiaFightsCorona: Centre exhorts #Maharashtra #AndhraPradesh &amp; #Karnataka to focus on breaking the Chain of Transmission &amp; keeping the Mortality below 1% The States have been advised to proactively ensure higher testing effective clinical management to lower fatality. 1/2 https://t.co/vkMasqBUqK,real,0,indiafightscorona centre exhorts maharashtra andhrapradesh amp karnataka to focus on breaking the chain of transmission amp keeping the mortality below 1 the states have been advised to proactively ensure higher testing effective clinical management to lower fatality 12
965,966,We also have to report a bug in our rolling average lines in some previous charts. In some cases they were calculating over a longer time period which made changes harder to see. We regret the error.,real,0,we also have to report a bug in our rolling average lines in some previous charts in some cases they were calculating over a longer time period which made changes harder to see we regret the error
966,967,"The WHO has warned of an outbreak of Nipah in India ""deadlier than the coronavirus"".",fake,1,the who has warned of an outbreak of nipah in india deadlier than the coronavirus
967,968,Data on current COVID-19 hospitalizations has been unstable since July 15. We’ve written up everything we know about the problems hospitals and states are having and about some unexpected discrepancies in the state and federal data: https://t.co/wLbFSPAfZW,real,0,data on current covid19 hospitalizations has been unstable since july 15 weve written up everything we know about the problems hospitals and states are having and about some unexpected discrepancies in the state and federal data
968,969,"The daily update allows us to track individual 24-hour periods. There is also a ""Current"" tab that provides updated numbers throughout the day. A quick reminder about our method:",real,0,the daily update allows us to track individual 24hour periods there is also a current tab that provides updated numbers throughout the day a quick reminder about our method
969,970,_A vaccine has been developed that cures Covid-19 in just three hours._,fake,1,a vaccine has been developed that cures covid19 in just three hours
970,971,Travel and hospitality stocks have been hit by fears of a second lockdown as the number of UK coronavirus cases increase https://t.co/G6E0K5RrHC,real,0,travel and hospitality stocks have been hit by fears of a second lockdown as the number of uk coronavirus cases increase
971,972,Two cyclists from Cordoba skip the quarantine.,fake,1,two cyclists from cordoba skip the quarantine
972,973,"_A WhatsApp a video features Rabbi Dan Ben Avraham International President of the Netzarita AMI Alliance according to their Twitter. In the video the rabbi says ""the Israeli Minister of Health has officially declared that Israel has the coronavirus vaccine."" And ""Israel has the vaccine already.""_",fake,1,a whatsapp a video features rabbi dan ben avraham international president of the netzarita ami alliance according to their twitter in the video the rabbi says the israeli minister of health has officially declared that israel has the coronavirus vaccine and israel has the vaccine already
973,974,"@esme_hornbeam @PaulOnBooks NIH/ NCI scientist whistleblower Dr Judy Mikovits says NIH Tony Fauci KNOWS vaccines cause autism, transmissible cancers (&amp; #COVID19), but that he's been covering it up. Let her testify before Congressional Hearing!
https://t.co/4jXLjq9ovn
Full video: https://t.co/GmPk4QurpM",fake,1,esmehornbeam paulonbooks nih nci scientist whistleblower dr judy mikovits says nih tony fauci knows vaccines cause autism transmissible cancers amp covid19 but that hes been covering it up let her testify before congressional hearing full video
974,975,The cytokine storm overactivation of the immune system does not appear to play a major role in more severe COVID-19 outcomes according to some unexpected new findings. https://t.co/GAhrxVo1wJ,real,0,the cytokine storm overactivation of the immune system does not appear to play a major role in more severe covid19 outcomes according to some unexpected new findings
975,976,@NoWackyScience @__ice9 @ydeigin ..for efficient spreading in the human population compared to other lineage b betacoronaviruses.,fake,1,nowackyscience ice9 ydeigin for efficient spreading in the human population compared to other lineage b betacoronaviruses
976,977,RT @CDCDirector: .@JAMA_current’s Dr. Bauchner and I discuss strategies to fight #COVID19 vaccines monoclonal antibodies convalescent ti…,real,0,rt cdcdirector jamacurrents dr bauchner and i discuss strategies to fight covid19 vaccines monoclonal antibodies convalescent ti
977,978,NEWS! Stoner surprised to learn Britain is on lockdown https://t.co/JwcTrMcBV9 https://t.co/tnizTVaMB8,fake,1,news stoner surprised to learn britain is on lockdown
978,979,New report in @CDCMMWR found higher percentages of people in racial/ethnic minority groups who died of #COVID19 were under 65. Read the report to learn more: https://t.co/vAS50yJWL3. https://t.co/ZgtDP11n3E,real,0,new report in cdcmmwr found higher percentages of people in racialethnic minority groups who died of covid19 were under 65 read the report to learn more
979,980,Bill Gates helped fund a patent for coronavirus.,fake,1,bill gates helped fund a patent for coronavirus
980,981,Video shows a doctor from Breach Candy Hospital of Mumbai claiming that If you can hold your breath for a longer period without discomfort you don’t have Coronavirus.,fake,1,video shows a doctor from breach candy hospital of mumbai claiming that if you can hold your breath for a longer period without discomfort you dont have coronavirus
981,982,Video shows Dean of Kasturba Hospital telling gargling with salt water kills coronavirus.,fake,1,video shows dean of kasturba hospital telling gargling with salt water kills coronavirus
982,983,Man Doesn't Know Why He Bothers https://t.co/8tfG4Bu9ka #coronavirus,fake,1,man doesnt know why he bothers coronavirus
983,984,Our daily update is published. We’ve now tracked 26.5 million tests up a whopping 584k from yesterday an all-time high. And for the first time the 7-day average has crossed the 500k minimum daily tests recommended by @HarvardGH. Really good news at the national level. https://t.co/bc0uzRTCiG,real,0,our daily update is published weve now tracked 265 million tests up a whopping 584k from yesterday an alltime high and for the first time the 7day average has crossed the 500k minimum daily tests recommended by harvardgh really good news at the national level
984,985,Weinstein To Be Streamed 24/7 While Suffering From Covid-19 To Boost Morale https://t.co/g86VAhHmF2,fake,1,weinstein to be streamed 247 while suffering from covid19 to boost morale
985,986,Cabinet will again review the settings of Alert Level 2 on 8 June and have agreed that no later than 22 June 4 weeks from today they will consider a move to Alert Level 1. #covid19 #COVID19nz,real,0,cabinet will again review the settings of alert level 2 on 8 june and have agreed that no later than 22 june 4 weeks from today they will consider a move to alert level 1 covid19 covid19nz
986,987,Government's roadmap to ease Covid-19 restrictions will be set out in 5 phases. These phases will be on 3 week review process.,fake,1,governments roadmap to ease covid19 restrictions will be set out in 5 phases these phases will be on 3 week review process
987,988,Ivanka Trump Fears That Her Daddy May Have The Coronavirus https://t.co/1ff94iNxnL #donaldtrump #coronavirus #melaniatrump #ivankatrump,fake,1,ivanka trump fears that her daddy may have the coronavirus donaldtrump coronavirus melaniatrump ivankatrump
988,989,An image has been shared thousands of times in multiple posts on Twitter and Facebook which claim it shows overgrown shrubs at a theme park in Malaysia during a coronavirus lockdown.,fake,1,an image has been shared thousands of times in multiple posts on twitter and facebook which claim it shows overgrown shrubs at a theme park in malaysia during a coronavirus lockdown
989,990,Here's a look at the number of tests per 100000 people in the state. https://t.co/cGM7c75o8m,real,0,heres a look at the number of tests per 100000 people in the state
990,991,#covid19 #coronavirus #coronaoutbreak Let me be clear: Donald Trump knew about the threat the coronavirus posed and failed to act. It’s one of the most unjustifiable failures of presidential leadership in American history. https://t.co/sBYN4gtlV9,fake,1,covid19 coronavirus coronaoutbreak let me be clear donald trump knew about the threat the coronavirus posed and failed to act its one of the most unjustifiable failures of presidential leadership in american history
991,992,RT @Google: 5 ways to help cope with stress during COVID-19: 1️⃣ PAUSE. Breathe. Notice how you feel 2️⃣ TAKE BREAKS from COVID-19 content…,real,0,rt google 5 ways to help cope with stress during covid19 1 pause breathe notice how you feel 2 take breaks from covid19 content
992,993,"Holy Qur'an was banned in China now ban
Has been lifted Chinese Muslims are allowed
to read Holy Quran",fake,1,holy quran was banned in china now ban has been lifted chinese muslims are allowed to read holy quran
993,994,PM Modi said that 1 crore corona patients have been treated for free,fake,1,pm modi said that 1 crore corona patients have been treated for free
994,995,Phase 3 means that if Mexico reaches phase 4 all the hospitals that are helping older people are going to let them die to give care to the young.,fake,1,phase 3 means that if mexico reaches phase 4 all the hospitals that are helping older people are going to let them die to give care to the young
995,996,#IndiaFightsCorona: 1760489 people have recovered more than the active cases (707267). With this India's Recovery Rate amongst the #COVID19 patients has crossed 76% (76.30%) today. Details : https://t.co/GLcKmWwi6c @MoHFW_INDIA @ICMRDELHI @drharshvardhan #StaySafe,real,0,indiafightscorona 1760489 people have recovered more than the active cases 707267 with this indias recovery rate amongst the covid19 patients has crossed 76 7630 today details mohfwindia icmrdelhi drharshvardhan staysafe
996,997,The Federal Bureau of Investigation (FBI) arrested billionaire Bill Gates on charges of biological terrorism after he allegedly created the novel coronavirus the virus that causes COVID-19.,fake,1,the federal bureau of investigation fbi arrested billionaire bill gates on charges of biological terrorism after he allegedly created the novel coronavirus the virus that causes covid19
997,998,Coronavirus: Boris Johnson reveals new COVID rules on face masks fines pubs and working from home https://t.co/kd697pjmAF,real,0,coronavirus boris johnson reveals new covid rules on face masks fines pubs and working from home
998,999,.@ICMRDelhi has reached a new benchmark of daily COVID-19 testing! We tested more than 3.2 lakh samples with support from all our partner labs across the country. For more details visit: https://t.co/FQhg5M5xrN #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19 https://t.co/Ce1YyIqI5S,real,0,icmrdelhi has reached a new benchmark of daily covid19 testing we tested more than 32 lakh samples with support from all our partner labs across the country for more details visit icmrfightscovid19 indiafightscovid19 coronaupdatesinindia covid19
999,1000,“Breaking: UK prepares for full lockdown after hundreds of new cases — Wuhan super virus updates.”,fake,1,breaking uk prepares for full lockdown after hundreds of new cases wuhan super virus updates
1000,1001,The upward trend holds for death data. Though the data is less smooth between June 10 and July 10 the seven-day average of deaths reported by Arizona California Florida South Carolina and Texas has almost doubled. https://t.co/POzXF5GJG7,real,0,the upward trend holds for death data though the data is less smooth between june 10 and july 10 the sevenday average of deaths reported by arizona california florida south carolina and texas has almost doubled
1001,1002,“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,fake,1,hair weave and lace fronts manufactured in china may contain the coronavirus
1002,1003,The latest update from the Ministry of Health - Manatū Hauora:⁣ ⁣ • For the third consecutive day we are reporting no new cases of COVID-19.⁣ ⁣ • This means New Zealand’s combined total of confirmed and probable cases remains at 1497 of which 1147 are confirmed. https://t.co/LHJpscoRpQ,real,0,the latest update from the ministry of health manat hauora for the third consecutive day we are reporting no new cases of covid19 this means new zealands combined total of confirmed and probable cases remains at 1497 of which 1147 are confirmed
1003,1004,Lot of young bankers are affected by Corona Virus and soon banks can become biggest outbreak places. These young ppl can become threat to their elders at home. Its high time that @StateBank_Pak should think of saving these lives please. #COVID19Pakistan https://t.co/X5kjzPH1OS,fake,1,lot of young bankers are affected by corona virus and soon banks can become biggest outbreak places these young ppl can become threat to their elders at home its high time that statebankpak should think of saving these lives please covid19pakistan
1004,1005,Michigan governor reopened Traverse City ???so she could have her daughter's open house.??�,fake,1,michigan governor reopened traverse city so she could have her daughters open house
1005,1006,Muslim-Owned Restaurants Are Spitting In Food to spread Coronavirus.,fake,1,muslimowned restaurants are spitting in food to spread coronavirus
1006,1007,You asked: Can I get #COVID19 from food including delivery or restaurant takeout? Learn more: https://t.co/yaNSXbF93S. https://t.co/gNIB7Bks3L,real,0,you asked can i get covid19 from food including delivery or restaurant takeout learn more
1007,1008,Dr. Li Wenliang discovered coffee can cure coronavirus.,fake,1,dr li wenliang discovered coffee can cure coronavirus
1008,1009,One other note: the U.S. positive rate has remained around 20% throughout April. The positive rate for today's reported tests dropped to 16%. One day doesn't make a trend but good to see a lower floor.,real,0,one other note the us positive rate has remained around 20 throughout april the positive rate for todays reported tests dropped to 16 one day doesnt make a trend but good to see a lower floor
1009,1010,Together we have kept COVID out for 102 days - longer than any other country. We can do all of that again. If you’re in Auckland please stay at home with your bubble. Take care. We've got this New Zealand! #COVID19nz,real,0,together we have kept covid out for 102 days longer than any other country we can do all of that again if youre in auckland please stay at home with your bubble take care weve got this new zealand covid19nz
1010,1011,Claim that Rep. Alexandria Ocasio-Cortez tweeted that U.S. governors should extend COVID-19 restrictions on businesses “until after the November Elections.”,fake,1,claim that rep alexandria ocasiocortez tweeted that us governors should extend covid19 restrictions on businesses until after the november elections
1011,1012,The South set a new record for deaths across the region yesterday at 592. Today the South reported 725 deaths. https://t.co/PKMIqJ6PsV,real,0,the south set a new record for deaths across the region yesterday at 592 today the south reported 725 deaths
1012,1013,As at 11:25 pm 21st April breakdown of cases by states: Lagos-430 FCT-118 Kano-73 Osun-20 Ogun-20 Oyo-16 Katsina-16 Edo-15 Kwara-9 Kaduna-9 Akwa Ibom-9 Borno-9 Bauchi-8 Gombe-5 Delta-4 Ekiti-4 Ondo-3 Rivers-3 Jigawa-2 Enugu-2 Niger-2 Abia-2 Benue-1 Anambra-1 Sokoto-1,real,0,as at 1125 pm 21st april breakdown of cases by states lagos430 fct118 kano73 osun20 ogun20 oyo16 katsina16 edo15 kwara9 kaduna9 akwa ibom9 borno9 bauchi8 gombe5 delta4 ekiti4 ondo3 rivers3 jigawa2 enugu2 niger2 abia2 benue1 anambra1 sokoto1
1013,1014,Channel 4's Jon Snow is infected with coronavirus.,fake,1,channel 4s jon snow is infected with coronavirus
1014,1015,@gregolear How much is he stealing from us besides what is listed? How much did he invest In hydro chloroquine before touting it to fools as a cure for COVID-19? How much did he steal taking PPEs from states and reselling them? 1/2,fake,1,gregolear how much is he stealing from us besides what is listed how much did he invest in hydro chloroquine before touting it to fools as a cure for covid19 how much did he steal taking ppes from states and reselling them 12
1015,1016,Saddam Hussein at a meeting in the nineties reported that the US threatened to quit the Corona virus on Iraq,fake,1,saddam hussein at a meeting in the nineties reported that the us threatened to quit the corona virus on iraq
1016,1017,Protect yourself from #COVID19 while getting gas. Use disinfecting wipes on handles &amp; buttons of gas pump before you touch them. After you get gas &amp; pay wash your hands or use hand sanitizer with &gt;60% alcohol. For more tips visit: https://t.co/qOJIH3XUI5. https://t.co/kkD0WWKq7x,real,0,protect yourself from covid19 while getting gas use disinfecting wipes on handles amp buttons of gas pump before you touch them after you get gas amp pay wash your hands or use hand sanitizer with gt60 alcohol for more tips visit
1017,1018,NEWS! ‘Don’t lick a zebra for more than 3 minutes’ – Government coronavirus advice enters surreal stage https://t.co/kXMnu5F6Xu https://t.co/eBJAfxfDs4,fake,1,news dont lick a zebra for more than 3 minutes government coronavirus advice enters surreal stage
1018,1019,🆕WHO @UNDP @UNAIDS and @oneillinstitute launch COVID-19 Law Lab a platform that shares legal documents from over 190 countries across 🌏🌍🌎 to support the global #COVID19 response. More details 👉 https://t.co/9VqP1W73l1 https://t.co/LmXKWciLBH,real,0,who undp unaids and oneillinstitute launch covid19 law lab a platform that shares legal documents from over 190 countries across to support the global covid19 response more details
1019,1020,NEWS! Coronavirus: NHS advises to wash your hands like you just picked up Mark Francois’ dirty Y-fronts https://t.co/xTuUyLqNZo https://t.co/RLOGFjWYTY,fake,1,news coronavirus nhs advises to wash your hands like you just picked up mark francois dirty yfronts
1020,1021,Studies show that people who get positive tests quite late into the illness are not infectious. If they test positive on day 12 people’s visit are prolonged until we are sure they have recovered.,real,0,studies show that people who get positive tests quite late into the illness are not infectious if they test positive on day 12 peoples visit are prolonged until we are sure they have recovered
1021,1022,Of the 80 cases linked to the community outbreak 78 are linked to the Auckland cluster and 2 remain under investigation: the maintenance worker at the Rydges Hotel facility and a case announced yesterday which has been reclassified as under investigation.,real,0,of the 80 cases linked to the community outbreak 78 are linked to the auckland cluster and 2 remain under investigation the maintenance worker at the rydges hotel facility and a case announced yesterday which has been reclassified as under investigation
1022,1023,Claim: 20 countries with the most #COVID19 cases &amp; equalling India’s population have 84X India’s reported cases &amp; 200X deaths: Lav Agarwal of health ministry Fact: True but hides the fact that these countries have also conducted 28X the tests India has https://t.co/6q6yw42XBj,fake,1,claim 20 countries with the most covid19 cases amp equalling indias population have 84x indias reported cases amp 200x deaths lav agarwal of health ministry fact true but hides the fact that these countries have also conducted 28x the tests india has
1023,1024,India records over 37000 new infections taking the active case count to more than four lakh. The Hajj pilgrimage in Saudi Arabia will begin on 29 July with only a limited number of pilgrims. JNU student Sharjeel Imam tests positive for COVID-19 in jail #COVID19 #CoronavirusFacts https://t.co/CuZxHpCbQK,fake,1,india records over 37000 new infections taking the active case count to more than four lakh the hajj pilgrimage in saudi arabia will begin on 29 july with only a limited number of pilgrims jnu student sharjeel imam tests positive for covid19 in jail covid19 coronavirusfacts
1024,1025,COVID-19 cases are ???up only because of our big number testing.??�,fake,1,covid19 cases are up only because of our big number testing
1025,1026,@LizM_T Kia ora Liz it is up to each cafe to decide this. We can imagine you will be allowed to use them again 😀,real,0,lizmt kia ora liz it is up to each cafe to decide this we can imagine you will be allowed to use them again
1026,1027,Data indicate the novel coronavirus is capable of spreading easily and sustainably from person to person. Because it is a new virus there is essentially no immunity against #COVID19 in the population. https://t.co/eBhWSslwUP,real,0,data indicate the novel coronavirus is capable of spreading easily and sustainably from person to person because it is a new virus there is essentially no immunity against covid19 in the population
1027,1028,"Grocery ,milk,Chemist , vegetable will be open from Tomorrow - 24th March 2020",fake,1,grocery milkchemist vegetable will be open from tomorrow 24th march 2020
1028,1029,Coronavirus: Children should stay at school until there is a positive test in their bubble PM says https://t.co/M9UuXojVjd,real,0,coronavirus children should stay at school until there is a positive test in their bubble pm says
1029,1030,Our daily update is published. We’ve now tracked 4 million tests up 137k from yesterday a bit lower than the April average of ~147k tests. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real,0,our daily update is published weve now tracked 4 million tests up 137k from yesterday a bit lower than the april average of 147k tests note that we can only track tests that a state reports and not all states report all tests for details see
1030,1031,The data today is confusing. After days of huge test volumes we're back to the levels of the earlier plateau. The fewest new cases were confirmed of any day in April but the positive rate was higher than in the last few days too.,real,0,the data today is confusing after days of huge test volumes were back to the levels of the earlier plateau the fewest new cases were confirmed of any day in april but the positive rate was higher than in the last few days too
1031,1032,Reduce spread of #COVID19. When in public use a cloth face covering that ✔️Reaches above nose &amp; below chin completely covering mouth &amp; nostrils ✔️Fits snugly against sides of your face ✔️Is made of multiple layers of cloth that you can breathe through https://t.co/bihJ3xEM15 https://t.co/wvaRlxv47G,real,0,reduce spread of covid19 when in public use a cloth face covering that reaches above nose amp below chin completely covering mouth amp nostrils fits snugly against sides of your face is made of multiple layers of cloth that you can breathe through
1032,1033,Handy Tips to Stay Productive While ‘Sheltering in Place’ https://t.co/Q5iJNFwLgS #coronavirus #shelteringinplace #timeathome,fake,1,handy tips to stay productive while sheltering in place coronavirus shelteringinplace timeathome
1033,1034,It’s not safe to put a face covering on your pet or use disinfectants not meant for animals. The risk of animals spreading #COVID19 is considered to be low. Protect pets by limiting their contact w/ people &amp; other animals outside the household. Learn more: https://t.co/31W7I6cuXo https://t.co/ngxYwQSasN,real,0,its not safe to put a face covering on your pet or use disinfectants not meant for animals the risk of animals spreading covid19 is considered to be low protect pets by limiting their contact w people amp other animals outside the household learn more
1034,1035,"#JoniErnst

THE REAL AMOUNT OF FATALITIES TO COVID: 200,000 American lives. 

NOT the 10,000 you and #RogerMarshall (a doctor who took anti-malarial drugs to show solidarity with #donaldtrump) have stated. 

LIES COST LIVES! #GOPCorruptionOverCountry #COVID19 #DonLemon #maddow",fake,1,joniernst the real amount of fatalities to covid 200000 american lives not the 10000 you and rogermarshall a doctor who took antimalarial drugs to show solidarity with donaldtrump have stated lies cost lives gopcorruptionovercountry covid19 donlemon maddow
1035,1036,RT @PIB_India: #COVID19 Bulletin India reaches another record of highest single day recoveries 62282 recover in the last 24 hours Decre…,real,0,rt pibindia covid19 bulletin india reaches another record of highest single day recoveries 62282 recover in the last 24 hours decre
1036,1037,A new vaccine to cure coronavirus has been developed by U.S. scientists.,fake,1,a new vaccine to cure coronavirus has been developed by us scientists
1037,1038,@shaskell12 Yeah... I will believe this when I see it. There’s no evidence the ~system~ has that capacity. Especially when 20% of tests are coming back positive. -@alexismadrigal,real,0,shaskell12 yeah i will believe this when i see it theres no evidence the system has that capacity especially when 20 of tests are coming back positive alexismadrigal
1038,1039,A YouTube video shared thousands of times claims that two children died from a novel coronavirus vaccine in Guinea.,fake,1,a youtube video shared thousands of times claims that two children died from a novel coronavirus vaccine in guinea
1039,1040,???Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA??�,fake,1,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna
1040,1041,Looking at the case data there is now a fairly clear low plateau where the 7-day average stayed between 20-22k cases per day. This extended from 5/25 to 6/15 so from 29 ago to 7 days ago. https://t.co/CM1ST2dpX0,real,0,looking at the case data there is now a fairly clear low plateau where the 7day average stayed between 2022k cases per day this extended from 525 to 615 so from 29 ago to 7 days ago
1041,1042,NEWS! Social services to investigate all parents with coronavirus symptoms who didn’t travel 250 miles to get help https://t.co/hYioTSdLGp https://t.co/kJ6BECit7e,fake,1,news social services to investigate all parents with coronavirus symptoms who didnt travel 250 miles to get help
1042,1043,Seventy-three Japanese police officers have been infected with COVID-19 after handling infected bodies.,fake,1,seventythree japanese police officers have been infected with covid19 after handling infected bodies
1043,1044,543 new cases of #COVID19Nigeria; Lagos-180 FCT-86 Kaduna-56 Edo-47 Ondo-37 Kwara-35 Ogun-19 Rivers-19 Kano-17 Ebonyi-16 Enugu-16 Delta-7 Bayelsa-4 Bauchi-3 Abia-1 38344 confirmed 15815 discharged 813 deaths https://t.co/8J6bMJy6jN,real,0,543 new cases of covid19nigeria lagos180 fct86 kaduna56 edo47 ondo37 kwara35 ogun19 rivers19 kano17 ebonyi16 enugu16 delta7 bayelsa4 bauchi3 abia1 38344 confirmed 15815 discharged 813 deaths
1044,1045,Hospitals are empty and it proves that the epidemic doesn't exist.,fake,1,hospitals are empty and it proves that the epidemic doesnt exist
1045,1046,Transfoming security booths ➡️ makeshift COVID-19 testing centers: hospital in 🇿🇦's Western Cape thinks outside the box 💡 to boost testing in area that's home to 2⃣8⃣% of country's #COVID19 caseload &amp; 2⃣0⃣% of adults living with #HIV 👉https://t.co/frfni9Zuk4 #WHOImpact https://t.co/IjvKJ94xT9,real,0,transfoming security booths makeshift covid19 testing centers hospital in s western cape thinks outside the box to boost testing in area thats home to 28 of countrys covid19 caseload amp 20 of adults living with hiv whoimpact
1046,1047,RT @RidgeOnSunday: 'Govt. is creating a legal duty to self-isolate if someone tests positive for #Covid19. Is this a sensible policy?' @Ke…,real,0,rt ridgeonsunday govt is creating a legal duty to selfisolate if someone tests positive for covid19 is this a sensible policy ke
1047,1048,"China's three gorges dam faces severe flooding as yangtze overflows, Yangtze River Flood In Streets 3 Bridges Collepsed In this flood.",fake,1,chinas three gorges dam faces severe flooding as yangtze overflows yangtze river flood in streets 3 bridges collepsed in this flood
1048,1049,"Three stories to read this morning: 🔴New lockdown restrictions begin in North East https://t.co/OPCsr251H0 🔴Two-week national lockdown in October proposed by top scientists https://t.co/Q28pcyrTsd 🔴""Yemen in denial about COVID-19"" https://t.co/sCjHbg9x30 https://t.co/ODAdHovMSN",real,0,three stories to read this morning new lockdown restrictions begin in north east twoweek national lockdown in october proposed by top scientists yemen in denial about covid19
1049,1050,#IndiaFightsCorona: India has also contributed internationally to randomized trial on 464 patients in 39 hospitals in 25 districts across 14 States &amp; UTs &amp; have shown that it does not reduce mortality or prevent the progression from moderate to severe disease: @ProfBhargava,real,0,indiafightscorona india has also contributed internationally to randomized trial on 464 patients in 39 hospitals in 25 districts across 14 states amp uts amp have shown that it does not reduce mortality or prevent the progression from moderate to severe disease profbhargava
1050,1051,The mandatory 14 days in isolation is the key part of our border control. The routine testing that we added last week is an additional measure.,real,0,the mandatory 14 days in isolation is the key part of our border control the routine testing that we added last week is an additional measure
1051,1052,Shadow Chancellor of the Duchy of Lancaster Rachel Reeves joins @KayBurley as Labour call for the prime minister to explain his proposal to use the Army amid new coronavirus restrictions. 🕖 7:35am 👉 #KayBurley 📺 Sky 501 / Freeview 233 📱Watch live https://t.co/MTAJy1mRFK https://t.co/3pYf4Cr16C,real,0,shadow chancellor of the duchy of lancaster rachel reeves joins kayburley as labour call for the prime minister to explain his proposal to use the army amid new coronavirus restrictions 735am kayburley sky 501 freeview 233 watch live
1052,1053,An image of a doctor who found the cure for the coronavirus.,fake,1,an image of a doctor who found the cure for the coronavirus
1053,1054,We’ve now passed 100 days without community transmission but testing remains one of the best ways to ensure there’s no undetected community transmission in New Zealand. We need everyone to play their part in that.,real,0,weve now passed 100 days without community transmission but testing remains one of the best ways to ensure theres no undetected community transmission in new zealand we need everyone to play their part in that
1054,1055,Stepping back the infection data—new cases— and the outcomes data (hospitalizations and deaths) are not moving together. Deaths and hospitalizations continue to fall; cases fell but now seem to be ticking up.,real,0,stepping back the infection datanew cases and the outcomes data hospitalizations and deaths are not moving together deaths and hospitalizations continue to fall cases fell but now seem to be ticking up
1055,1056,There are currently 2914 people in managed isolation and quarantine. Our current effective capacity is 6773. This gives us an excess capacity of 3859. Over the next week we are projecting 3036 arrivals and 1164 departures from our facilities.,real,0,there are currently 2914 people in managed isolation and quarantine our current effective capacity is 6773 this gives us an excess capacity of 3859 over the next week we are projecting 3036 arrivals and 1164 departures from our facilities
1056,1057,Daily 4pm update. Across 50 states and DC we've tracked: 3173 positives 22548 negatives 2242 pending. Total # of people tested: 27963. Before trying to interpret this data please read over our notes about how each state reports data differently: https://t.co/NFXhO4sAG7. https://t.co/tnECTqQvrr,real,0,daily 4pm update across 50 states and dc weve tracked 3173 positives 22548 negatives 2242 pending total of people tested 27963 before trying to interpret this data please read over our notes about how each state reports data differently
1057,1058,"To every military family in our country: thank you, thank you, thank you. https://t.co/aFycPRFNoB",fake,1,to every military family in our country thank you thank you thank you
1058,1059,#IndiaFightsCorona 10 States/UTs account for nearly 73% of the New Recovered cases. Maharashtra has maintained this lead with 19592 new recoveries. https://t.co/Nn0LsfJl4S,real,0,indiafightscorona 10 statesuts account for nearly 73 of the new recovered cases maharashtra has maintained this lead with 19592 new recoveries
1059,1060,If you donate blood “they HAVE to test you” for coronavirus.,fake,1,if you donate blood they have to test you for coronavirus
1060,1061,Hundreds of doctors won’t start their residencies on time leaving the COVID front line understaffed. https://t.co/BjeludAbz3,real,0,hundreds of doctors wont start their residencies on time leaving the covid front line understaffed
